,player,team,year,injured,previous
1908,Chris Withrow,Los Angeles Dodgers,2012,yes,no
1910,Christian Garcia,Washington Nationals,2012,yes,no
1911,Scott Diamond,Minnesota Twins,2012,yes,no
1925,Cole De Vries,Minnesota Twins,2012,yes,no
1929,Dellin Betances,New York Yankees,2012,yes,no
1936,Randy Wolf,Baltimore Orioles,2012,yes,no
1937,Oliver Drake,Baltimore Orioles,2012,yes,no
1938,Duke Welker,Pittsburgh Pirates,2012,yes,no
1939,Juan Pablo Oramas,San Diego Padres,2012,yes,no
1940,Anthony Carter,Chicago White Sox,2012,yes,no
1941,Paul Maholm,Atlanta Braves,2013,yes,yes
1942,Chris Tillman,Baltimore Orioles,2012,yes,no
1943,Jair Jurrjens,Atlanta Braves,2012,yes,yes
1945,Cristhian Martinez,Atlanta Braves,2012,yes,yes
1946,Miguel Gonzalez,Baltimore Orioles,2012,yes,yes
1947,Miguel Batista,Atlanta Braves,2012,yes,yes
1951,Adam Wainwright,St. Louis Cardinals,2012,yes,yes
1952,Peter Moylan,Atlanta Braves,2012,yes,yes
1954,Julio Teheran,Atlanta Braves,2012,yes,no
1955,Anthony Varvaro,Atlanta Braves,2012,yes,no
1956,Mike Adams,Texas Rangers,2012,yes,yes
1958,Martin Perez,Texas Rangers,2012,yes,no
1959,Tanner Scheppers,Texas Rangers,2012,yes,no
1961,Wei-Yin Chen,Baltimore Orioles,2012,yes,no
1962,Shelby Miller,St. Louis Cardinals,2012,yes,no
1964,Mike Leake,Cincinnati Reds,2012,yes,yes
1966,Jim Miller,Oakland Athletics,2012,yes,no
1968,Stephen Strasburg,Washington Nationals,2012,yes,yes
1970,John Lannan,Washington Nationals,2012,yes,no
1971,Johnny Cueto,Cincinnati Reds,2012,yes,yes
1972,Todd Redmond,Cincinnati Reds,2012,yes,no
1973,Zach Duke,Washington Nationals,2012,yes,yes
1982,Jake Westbrook,St. Louis Cardinals,2012,yes,yes
2001,Darin Downs,Detroit Tigers,2012,yes,no
2002,Adam Wilk,Detroit Tigers,2012,yes,no
2004,Matt Hoffman,Detroit Tigers,2012,yes,no
2033,Arodys Vizcaino,Chicago Cubs,2012,yes,no
2038,Felipe Paulino,Kansas City Royals,2013,yes,yes
2039,Josh Tomlin,Cleveland Indians,2013,yes,yes
2040,Daniel Hudson,Arizona Diamondbacks,2013,yes,yes
2041,Chris Carpenter,St. Louis Cardinals,2013,yes,yes
2042,Luis Perez,Toronto Blue Jays,2013,yes,yes
2043,Joe Wieland,San Diego Padres,2013,yes,yes
2044,Anthony Swarzak,Minnesota Twins,2013,yes,yes
2045,Scott Diamond,Minnesota Twins,2013,yes,yes
2046,Brandon Beachy,Atlanta Braves,2013,yes,yes
2047,Fernando Rodriguez Jr.,Oakland Athletics,2013,yes,no
2048,Miguel De Los Santos,Milwaukee Brewers,2013,yes,no
2049,Neftali Feliz,Texas Rangers,2013,yes,yes
2050,Mark Rogers,Milwaukee Brewers,2013,yes,yes
2051,John Danks,Chicago White Sox,2013,yes,yes
2052,Leyson Septimo,Chicago White Sox,2013,yes,yes
2053,Arodys Vizcaino,Chicago Cubs,2013,yes,yes
2054,Chris Tillman,Baltimore Orioles,2013,yes,yes
2055,Tim Wood,Minnesota Twins,2013,yes,no
2056,Jason Motte,St. Louis Cardinals,2013,yes,yes
2057,Andrew Taylor,Los Angeles Angels,2013,yes,no
2058,Alex White,Houston Astros,2013,yes,yes
2059,Eric Surkamp,San Francisco Giants,2013,yes,yes
2060,Ryan Madson,Los Angeles Angels,2013,yes,yes
2061,Danny Duffy,Kansas City Royals,2013,yes,yes
2062,Chad Billingsley,Los Angeles Dodgers,2013,yes,yes
2063,Scott Elbert,Los Angeles Dodgers,2013,yes,yes
2064,Ted Lilly,Los Angeles Dodgers,2013,yes,yes
2065,Frank Francisco,New York Mets,2013,yes,yes
2066,Shaun Marcum,New York Mets,2013,yes,yes
2067,Johan Santana,New York Mets,2013,yes,yes
2068,Franklin Morales,Boston Red Sox,2013,yes,yes
2069,Francisco Liriano,Pittsburgh Pirates,2013,yes,yes
2070,Henderson Alvarez,Miami Marlins,2013,yes,no
2071,Casey Kelly,San Diego Padres,2013,yes,no
2072,Tsuyoshi Wada,Baltimore Orioles,2013,yes,yes
2073,Jenrry Mejia,New York Mets,2013,yes,no
2074,Colby Lewis,Texas Rangers,2013,yes,yes
2075,Joakim Soria,Texas Rangers,2013,yes,yes
2076,Jonny Venters,Atlanta Braves,2013,yes,yes
2077,Jeff Karstens,Pittsburgh Pirates,2013,yes,yes
2078,Dustin McGowan,Toronto Blue Jays,2013,yes,yes
2079,Nathan Eovaldi,Miami Marlins,2013,yes,yes
2080,Craig Breslow,Boston Red Sox,2013,yes,yes
2081,Scott Baker,Chicago Cubs,2013,yes,yes
2082,Matt Garza,Chicago Cubs,2013,yes,yes
2083,Nick Masset,Cincinnati Reds,2013,yes,yes
2084,Juan Carlos Oviedo,Tampa Bay Rays,2013,yes,yes
2085,Cory Luebke,San Diego Padres,2013,yes,yes
2086,Frank Herrmann,Cleveland Indians,2013,yes,no
2087,Charlie Morton,Pittsburgh Pirates,2013,yes,yes
2088,Phil Hughes,New York Yankees,2013,yes,yes
2089,Jeff Niemann,Tampa Bay Rays,2013,yes,yes
2090,Scott Kazmir,Cleveland Indians,2013,yes,yes
2092,Travis Blackley,Houston Astros,2013,yes,yes
2094,Bartolo Colon,Oakland Athletics,2013,yes,yes
2095,Cole De Vries,Minnesota Twins,2013,yes,yes
2097,Josh Fields,Houston Astros,2013,yes,no
2098,Jered Weaver,Los Angeles Angels,2013,yes,yes
2099,Matt Harrison,Texas Rangers,2013,yes,yes
2100,Sean Marshall,Cincinnati Reds,2013,yes,yes
2102,John Lackey,Boston Red Sox,2013,yes,yes
2103,Aaron Harang,Seattle Mariners,2013,yes,yes
2104,Zack Greinke,Los Angeles Dodgers,2013,yes,yes
2105,Matt Albers,Cleveland Indians,2013,yes,yes
2106,Luis Ayala,Atlanta Braves,2013,yes,yes
2107,Cristhian Martinez,Atlanta Braves,2013,yes,yes
2108,Kevin Jepsen,Los Angeles Angels,2013,yes,no
2109,Kyuji Fujikawa,Chicago Cubs,2013,yes,no
2110,Stephen Pryor,Seattle Mariners,2013,yes,no
2111,Johnny Cueto,Cincinnati Reds,2013,yes,yes
2112,Shawn Tolleson,Los Angeles Dodgers,2013,yes,no
2113,Joel Hanrahan,Boston Red Sox,2013,yes,yes
2114,Sergio Santos,Toronto Blue Jays,2013,yes,yes
2115,Kameron Loe,Chicago Cubs,2013,yes,yes
2116,Jeremy Affeldt,San Francisco Giants,2013,yes,yes
2117,Chris Capuano,Los Angeles Dodgers,2013,yes,no
2118,John Lannan,Philadelphia Phillies,2013,yes,yes
2122,Mark Lowe,Los Angeles Angels,2013,yes,yes
2123,Tyson Ross,San Diego Padres,2013,yes,no
2124,Jhoulys Chacin,Colorado Rockies,2013,yes,yes
2125,Brett Myers,Cleveland Indians,2013,yes,yes
2127,Tommy Hanson,Los Angeles Angels,2013,yes,yes
2129,Octavio Dotel,Detroit Tigers,2013,yes,yes
2131,Aaron Laffey,Toronto Blue Jays,2013,yes,yes
2132,Manny Parra,Cincinnati Reds,2013,yes,yes
2136,Ivan Nova,New York Yankees,2013,yes,yes
2137,Sean Burnett,Los Angeles Angels,2013,yes,yes
2139,Gavin Floyd,Chicago White Sox,2013,yes,yes
2141,Jose Mijares,San Francisco Giants,2013,yes,yes
2142,Clayton Kershaw,Los Angeles Dodgers,2013,yes,no
2145,Brett Anderson,Oakland Athletics,2013,yes,yes
2146,Phil Coke,Detroit Tigers,2013,yes,yes
2147,Josh Johnson,Toronto Blue Jays,2013,yes,yes
2151,Joba Chamberlain,New York Yankees,2013,yes,yes
2152,Clayton Richard,San Diego Padres,2013,yes,yes
2155,Vinnie Pestano,Cleveland Indians,2013,yes,no
2156,Andrew Bailey,Boston Red Sox,2013,yes,yes
2157,Roy Halladay,Philadelphia Phillies,2013,yes,yes
2162,James McDonald,Pittsburgh Pirates,2013,yes,yes
2164,J.J. Putz,Arizona Diamondbacks,2013,yes,yes
2165,J.A. Happ,Toronto Blue Jays,2013,yes,yes
2166,Miguel Gonzalez,Baltimore Orioles,2013,yes,yes
2167,Brandon Gomes,Tampa Bay Rays,2013,yes,no
2171,Jake Westbrook,St. Louis Cardinals,2013,yes,yes
2172,Jeurys Familia,New York Mets,2013,yes,no
2173,Tom Gorzelanny,Milwaukee Brewers,2013,yes,yes
2174,Scott Atchison,New York Mets,2013,yes,yes
2175,Wei-Yin Chen,Baltimore Orioles,2013,yes,yes
2178,Josh Beckett,Los Angeles Dodgers,2013,yes,yes
2179,Alexi Ogando,Texas Rangers,2013,yes,yes
2180,Jeff Francis,Colorado Rockies,2013,yes,yes
2181,David Price,Tampa Bay Rays,2013,yes,no
2182,Andy Pettitte,New York Yankees,2013,yes,yes
2183,Jose Contreras,Pittsburgh Pirates,2013,yes,yes
2184,Jordan Walden,Atlanta Braves,2013,yes,yes
2185,Jaime Garcia,St. Louis Cardinals,2013,yes,yes
2186,Eric O'Flaherty,Atlanta Braves,2013,yes,yes
2190,Mike Adams,Philadelphia Phillies,2013,yes,yes
2192,Ryan Mattheus,Washington Nationals,2013,yes,yes
2195,Ryan Vogelsong,San Francisco Giants,2013,yes,yes
2196,Santiago Casilla,San Francisco Giants,2013,yes,yes
2197,Shawn Camp,Chicago Cubs,2013,yes,yes
2201,Darren Oliver,Toronto Blue Jays,2013,yes,yes
2203,Pedro Strop,Baltimore Orioles,2013,yes,yes
2204,Jim Henderson,Milwaukee Brewers,2013,yes,no
2205,John Gast,St. Louis Cardinals,2013,yes,no
2207,Ross Detwiler,Washington Nationals,2013,yes,no
2210,Alex Sanabia,Miami Marlins,2013,yes,no
2212,Chris Perez,Cleveland Indians,2013,yes,yes
2220,Edgar Gonzalez,Houston Astros,2013,yes,no
2221,Rafael Dolis,Chicago Cubs,2013,yes,no
2222,Huston Street,San Diego Padres,2013,yes,yes
2223,Brandon Morrow,Toronto Blue Jays,2013,yes,yes
2224,Brandon McCarthy,Arizona Diamondbacks,2013,yes,yes
2225,Rafael Betancourt,Colorado Rockies,2013,yes,yes
2227,Jeanmar Gomez,Pittsburgh Pirates,2013,yes,no
2228,Phil Irwin,Pittsburgh Pirates,2013,yes,no
2230,Ramon Ortiz,Toronto Blue Jays,2013,yes,no
2233,Marco Estrada,Milwaukee Brewers,2013,yes,yes
2235,Stephen Strasburg,Washington Nationals,2013,yes,yes
2236,Jake Peavy,Chicago White Sox,2013,yes,yes
2237,Steve Johnson,Baltimore Orioles,2013,yes,yes
2239,Jared Hughes,Pittsburgh Pirates,2013,yes,no
2240,Zach McAllister,Cleveland Indians,2013,yes,no
2241,Michael Kirkman,Texas Rangers,2013,yes,yes
2245,Wade LeBlanc,Houston Astros,2013,yes,yes
2247,Matt Reynolds,Arizona Diamondbacks,2013,yes,no
2248,Edgmer Escalona,Colorado Rockies,2013,yes,yes
2249,Robert Coello,Los Angeles Angels,2013,yes,yes
2250,Wandy Rodriguez,Pittsburgh Pirates,2013,yes,yes
2251,Alex Cobb,Tampa Bay Rays,2013,yes,yes
2252,Clayton Mortensen,Boston Red Sox,2013,yes,yes
2253,Zach Putnam,Chicago Cubs,2013,yes,no
2255,A.J. Burnett,Pittsburgh Pirates,2013,yes,yes
2260,Henry Alberto Rodriguez,Chicago Cubs,2013,yes,yes
2261,Jonathan Broxton,Cincinnati Reds,2013,yes,yes
2266,Anibal Sanchez,Detroit Tigers,2013,yes,yes
2268,Jeremy Horst,Philadelphia Phillies,2013,yes,yes
2270,Clay Buchholz,Boston Red Sox,2013,yes,yes
2275,Jonathon Niese,New York Mets,2013,yes,yes
2277,Jason Vargas,Los Angeles Angels,2013,yes,no
2280,Michael Stutes,Philadelphia Phillies,2013,yes,yes
2281,Mike Pelfrey,Minnesota Twins,2013,yes,yes
2282,Chad Gaudin,San Francisco Giants,2013,yes,yes
2283,Dan Haren,Washington Nationals,2013,yes,yes
2286,Alfredo Figaro,Milwaukee Brewers,2013,yes,no
2294,Trevor Cahill,Arizona Diamondbacks,2013,yes,no
2297,Pedro Strop,Chicago Cubs,2013,yes,yes
2298,Scott Feldman,Baltimore Orioles,2013,yes,yes
2299,Matt Guerrier,Chicago Cubs,2013,yes,yes
2303,David Phelps,New York Yankees,2013,yes,no
2306,Andrew Miller,Boston Red Sox,2013,yes,yes
2307,Nick Tepesch,Texas Rangers,2013,yes,no
2311,Roy Oswalt,Colorado Rockies,2013,yes,yes
2312,Stephen Fife,Los Angeles Dodgers,2013,yes,no
2314,Ricky Nolasco,Los Angeles Dodgers,2013,yes,yes
2315,Alex Wilson,Boston Red Sox,2013,yes,no
2316,Yu Darvish,Texas Rangers,2013,yes,no
2317,Caleb Thielbar,Minnesota Twins,2013,yes,no
2318,Wade Davis,Kansas City Royals,2013,yes,yes
2320,Chad Qualls,Miami Marlins,2013,yes,yes
2326,Jason Marquis,San Diego Padres,2013,yes,yes
2329,Matt Garza,Texas Rangers,2013,yes,yes
2332,Jason Grilli,Pittsburgh Pirates,2013,yes,yes
2333,Jose Dominguez,Los Angeles Dodgers,2013,yes,no
2334,Francisco Rodriguez,Baltimore Orioles,2013,yes,yes
2336,Tim Hudson,Atlanta Braves,2013,yes,yes
2337,Juan Gutierrez,Los Angeles Angels,2013,yes,yes
2339,Drew Pomeranz,Colorado Rockies,2013,yes,no
2340,Kevin Slowey,Miami Marlins,2013,yes,yes
2341,Guillermo Moscoso,San Francisco Giants,2013,yes,yes
2343,Sean O'Sullivan,San Diego Padres,2013,yes,no
2344,Jose Veras,Detroit Tigers,2013,yes,yes
2345,Yovani Gallardo,Milwaukee Brewers,2013,yes,yes
2346,Jason Hammel,Baltimore Orioles,2013,yes,yes
2347,Matt Moore,Tampa Bay Rays,2013,yes,no
2348,Marc Rzepczynski,Cleveland Indians,2013,yes,no
2349,Joe Thatcher,Arizona Diamondbacks,2013,yes,yes
2351,Jake Peavy,Boston Red Sox,2013,yes,yes
2355,Ian Kennedy,San Diego Padres,2013,yes,no
2356,Jonathan Pettibone,Philadelphia Phillies,2013,yes,no
2357,Josh Edgin,New York Mets,2013,yes,no
2358,Steve Delabar,Toronto Blue Jays,2013,yes,no
2359,Ross Ohlendorf,Washington Nationals,2013,yes,yes
2362,Antonio Bastardo,Philadelphia Phillies,2013,yes,yes
2363,Corey Kluber,Cleveland Indians,2013,yes,no
2364,Bobby Parnell,New York Mets,2013,yes,yes
2365,Matt Thornton,Boston Red Sox,2013,yes,yes
2369,Christian Friedrich,Colorado Rockies,2013,yes,yes
2370,Tyler Chatwood,Colorado Rockies,2013,yes,no
2372,Juan Pablo Perez,Toronto Blue Jays,2013,yes,no
2377,Jeremy Hefner,New York Mets,2013,yes,yes
2384,Ramon Troncoso,Chicago White Sox,2013,yes,no
2386,Taylor Jordan,Washington Nationals,2013,yes,no
2388,Brian Wilson,Los Angeles Dodgers,2013,yes,yes
2394,Rob Wooten,Milwaukee Brewers,2013,yes,no
2397,Matt Cain,San Francisco Giants,2013,yes,no
2399,Daisuke Matsuzaka,New York Mets,2013,yes,yes
2400,Aaron Loup,Toronto Blue Jays,2013,yes,no
2408,Tony Cingrani,Cincinnati Reds,2013,yes,no
2409,Luke Hochevar,Kansas City Royals,2013,yes,yes
2410,Matt Harvey,New York Mets,2012,yes,no
2413,Alex Colome,Tampa Bay Rays,2013,yes,no
2414,Scott Barnes,Cleveland Indians,2013,yes,no
2415,Samuel Deduno,Minnesota Twins,2013,yes,no
2420,Noel Arguelles,Kansas City Royals,2013,yes,no
2428,Daniel Bard,Chicago Cubs,2013,yes,no
2434,Scott Rice,New York Mets,2013,yes,no
2441,Brett Cecil,Toronto Blue Jays,2013,yes,no
2444,Jesse Crain,Tampa Bay Rays,2013,yes,yes
2445,CC Sabathia,New York Yankees,2013,yes,yes
2447,Luis Marte,Detroit Tigers,2013,yes,yes
2453,John Ely,Houston Astros,2013,yes,no
2454,Kyle Gibson,Minnesota Twins,2013,yes,no
2455,Bronson Arroyo,Cincinnati Reds,2013,yes,no
2457,Greg Reynolds,Cincinnati Reds,2013,yes,yes
2458,Santos Rodriguez,Chicago White Sox,2013,yes,no
2459,Miguel Alfredo Gonzalez,Philadelphia Phillies,2013,yes,no
2460,Homer Bailey,Cincinnati Reds,2013,yes,yes
2461,Mat Latos,Cincinnati Reds,2013,yes,yes
2464,Ubaldo Jimenez,Cleveland Indians,2013,yes,yes
2465,Tyler Cloyd,Cleveland Indians,2013,yes,no
2466,Carlos Carrasco,Cleveland Indians,2013,yes,yes
2468,Jeremy Hellickson,Tampa Bay Rays,2013,yes,yes
2470,Trey Haley,Cleveland Indians,2013,yes,no
2471,Vidal Nuno,New York Yankees,2013,yes,no
2473,Edinson Volquez,Los Angeles Dodgers,2013,yes,yes
2474,Carlos Marmol,Los Angeles Dodgers,2013,yes,yes
2475,Cesar Ramos,Tampa Bay Rays,2013,yes,no
2477,A.J. Griffin,Oakland Athletics,2013,yes,yes
2478,Andrew Werner,Oakland Athletics,2013,yes,no
2479,Kyle Farnsworth,Pittsburgh Pirates,2013,yes,yes
2480,Stolmy Pimentel,Pittsburgh Pirates,2013,yes,no
2481,Roberto Hernandez,Tampa Bay Rays,2013,yes,yes
2482,Jake Odorizzi,Tampa Bay Rays,2013,yes,no
2484,Scott Downs,Atlanta Braves,2013,yes,yes
2485,Cory Gearrin,Atlanta Braves,2013,yes,no
2486,Kameron Loe,Atlanta Braves,2013,yes,yes
2487,Anthony Varvaro,Atlanta Braves,2013,yes,yes
2488,Pat Neshek,Oakland Athletics,2013,yes,yes
2489,Andy Oliver,Pittsburgh Pirates,2013,yes,no
2491,Pedro Figueroa,Oakland Athletics,2013,yes,no
2492,Jeff Locke,Pittsburgh Pirates,2013,yes,no
2493,Ryan Reid,Pittsburgh Pirates,2013,yes,no
2494,Josh Lueke,Tampa Bay Rays,2013,yes,no
2496,Jeremy Bonderman,Detroit Tigers,2013,yes,yes
2497,Luke Putkonen,Detroit Tigers,2013,yes,no
2499,Onelki Garcia,Los Angeles Dodgers,2013,yes,no
2500,Peter Moylan,Los Angeles Dodgers,2013,yes,yes
2502,Evan Reed,Detroit Tigers,2013,yes,no
2503,Bruce Rondon,Detroit Tigers,2013,yes,no
2504,Javy Guerra,Los Angeles Dodgers,2013,yes,yes
2505,Brandon League,Los Angeles Dodgers,2013,yes,no
2522,Matt Harvey,New York Mets,2013,yes,yes
2536,Kyle Kendrick,Philadelphia Phillies,2013,yes,yes
2537,Kyle McPherson,Pittsburgh Pirates,2013,yes,no
2540,Brayan Villarreal,Boston Red Sox,2013,yes,no
2541,Steven Wright,Boston Red Sox,2013,yes,no
2564,Troy Patton,Baltimore Orioles,2013,yes,yes
2565,Scott Elbert,Los Angeles Dodgers,2014,yes,yes
2566,Erik Davis,Washington Nationals,2014,yes,no
2567,Eric O'Flaherty,Oakland Athletics,2014,yes,yes
2568,Ryan Dempster,Boston Red Sox,2014,yes,yes
2569,Derek Holland,Texas Rangers,2014,yes,yes
2570,Cory Luebke,San Diego Padres,2014,yes,yes
2571,Onelki Garcia,Los Angeles Dodgers,2014,yes,yes
2572,Matt Reynolds,Arizona Diamondbacks,2014,yes,yes
2573,Chad Billingsley,Los Angeles Dodgers,2014,yes,yes
2574,Josh Beckett,Los Angeles Dodgers,2014,yes,yes
2575,Jarrod Parker,Oakland Athletics,2014,yes,no
2576,Jeff Locke,Pittsburgh Pirates,2014,yes,yes
2577,Ross Ohlendorf,Washington Nationals,2014,yes,yes
2578,Brandon Beachy,Atlanta Braves,2014,yes,yes
2579,Jonny Venters,Atlanta Braves,2014,yes,yes
2580,Kris Medlen,Atlanta Braves,2014,yes,yes
2581,Gavin Floyd,Atlanta Braves,2014,yes,yes
2582,Mike Minor,Atlanta Braves,2014,yes,no
2583,Alex Colome,Tampa Bay Rays,2014,yes,yes
2584,J.A. Happ,Toronto Blue Jays,2014,yes,yes
2585,Mike Adams,Philadelphia Phillies,2014,yes,yes
2586,Miguel Alfredo Gonzalez,Philadelphia Phillies,2014,yes,yes
2587,Steven Wright,Boston Red Sox,2014,yes,yes
2588,Ethan Martin,Philadelphia Phillies,2014,yes,no
2589,Craig Breslow,Boston Red Sox,2014,yes,yes
2590,Cole Hamels,Philadelphia Phillies,2014,yes,yes
2591,Boone Logan,Colorado Rockies,2014,yes,no
2592,Jhoulys Chacin,Colorado Rockies,2014,yes,yes
2593,Ryan Cook,Oakland Athletics,2014,yes,no
2594,Sean Burnett,Los Angeles Angels,2014,yes,yes
2595,Ryan Brasier,Los Angeles Angels,2014,yes,no
2596,Brian Moran,Los Angeles Angels,2014,yes,no
2597,Patrick Corbin,Arizona Diamondbacks,2014,yes,no
2598,David Hernandez,Arizona Diamondbacks,2014,yes,yes
2599,Bruce Rondon,Detroit Tigers,2014,yes,yes
2600,Alex White,Houston Astros,2014,yes,yes
2601,Taijuan Walker,Seattle Mariners,2014,yes,no
2602,Doug Fister,Washington Nationals,2014,yes,yes
2603,Jeremy Affeldt,San Francisco Giants,2014,yes,yes
2604,Fernando Rodriguez Jr.,Oakland Athletics,2014,yes,yes
2605,A.J. Griffin,Oakland Athletics,2014,yes,yes
2606,Cory Gearrin,Atlanta Braves,2014,yes,yes
2607,Josh Johnson,San Diego Padres,2014,yes,yes
2609,Hisashi Iwakuma,Seattle Mariners,2014,yes,no
2610,Stephen Pryor,Seattle Mariners,2014,yes,yes
2611,Jaime Garcia,St. Louis Cardinals,2014,yes,yes
2612,Jason Motte,St. Louis Cardinals,2014,yes,yes
2613,Casey Kelly,San Diego Padres,2014,yes,yes
2614,Joe Wieland,San Diego Padres,2014,yes,yes
2615,Dane De La Rosa,Los Angeles Angels,2014,yes,no
2616,Clayton Kershaw,Los Angeles Dodgers,2014,yes,yes
2617,Matt Harvey,New York Mets,2014,yes,yes
2618,Jonathon Niese,New York Mets,2014,yes,yes
2619,Juan Carlos Oviedo,Tampa Bay Rays,2014,yes,yes
2620,Aroldis Chapman,Cincinnati Reds,2014,yes,yes
2621,Jonathan Broxton,Cincinnati Reds,2014,yes,yes
2622,Mat Latos,Cincinnati Reds,2014,yes,yes
2623,Sean Marshall,Cincinnati Reds,2014,yes,yes
2624,Kyuji Fujikawa,Chicago Cubs,2014,yes,yes
2625,Jake Arrieta,Chicago Cubs,2014,yes,yes
2626,James McDonald,Chicago Cubs,2014,yes,yes
2627,Casey Janssen,Toronto Blue Jays,2014,yes,yes
2628,Yu Darvish,Texas Rangers,2014,yes,yes
2629,Matt Harrison,Texas Rangers,2014,yes,yes
2630,Jesse Crain,Houston Astros,2014,yes,yes
2631,Louis Coleman,Kansas City Royals,2014,yes,no
2632,Luke Hochevar,Kansas City Royals,2014,yes,yes
2633,Tom Gorzelanny,Milwaukee Brewers,2014,yes,yes
2634,Jeremy Hellickson,Tampa Bay Rays,2014,yes,yes
2635,Daniel Hudson,Arizona Diamondbacks,2014,yes,yes
2636,Edgmer Escalona,Baltimore Orioles,2014,yes,yes
2637,Brian Duensing,Minnesota Twins,2014,yes,no
2638,Bobby Parnell,New York Mets,2014,yes,yes
2639,Brian Wilson,Los Angeles Dodgers,2014,yes,yes
2640,Tyler Chatwood,Colorado Rockies,2014,yes,yes
2642,Nate Jones,Chicago White Sox,2014,yes,yes
2646,Tim Collins,Kansas City Royals,2014,yes,no
2647,Francisley Bueno,Kansas City Royals,2014,yes,no
2648,Joe Saunders,Texas Rangers,2014,yes,yes
2650,Matt Albers,Houston Astros,2014,yes,yes
2651,Matt Moore,Tampa Bay Rays,2014,yes,yes
2652,Trevor Bell,Cincinnati Reds,2014,yes,no
2653,David Robertson,New York Yankees,2014,yes,yes
2656,Jacob Turner,Miami Marlins,2014,yes,no
2657,James Paxton,Seattle Mariners,2014,yes,no
2661,Scott Feldman,Houston Astros,2014,yes,yes
2662,Brandon Kintzler,Milwaukee Brewers,2014,yes,yes
2664,Alex Cobb,Tampa Bay Rays,2014,yes,yes
2665,Hector Noesi,Texas Rangers,2014,yes,no
2667,Brett Anderson,Colorado Rockies,2014,yes,yes
2670,Blake Beavan,Seattle Mariners,2014,yes,no
2673,Joe Kelly,St. Louis Cardinals,2014,yes,no
2674,Tanner Scheppers,Texas Rangers,2014,yes,yes
2675,Felipe Paulino,Chicago White Sox,2014,yes,yes
2677,Ivan Nova,New York Yankees,2014,yes,yes
2679,Luke Putkonen,Detroit Tigers,2014,yes,yes
2681,Wandy Rodriguez,Pittsburgh Pirates,2014,yes,yes
2683,Chris Sale,Chicago White Sox,2014,yes,no
2684,David Huff,San Francisco Giants,2014,yes,yes
2686,Pedro Figueroa,Texas Rangers,2014,yes,yes
2689,Jose Veras,Chicago Cubs,2014,yes,yes
2690,Hector Noesi,Chicago White Sox,2014,yes,yes
2691,Jason Grilli,Pittsburgh Pirates,2014,yes,yes
2693,Anibal Sanchez,Detroit Tigers,2014,yes,yes
2694,Bruce Billings,New York Yankees,2014,yes,no
2696,Troy Patton,Baltimore Orioles,2014,yes,yes
2697,Tony Cingrani,Cincinnati Reds,2014,yes,yes
2698,Hyun-Jin Ryu,Los Angeles Dodgers,2014,yes,no
2699,Bruce Chen,Kansas City Royals,2014,yes,yes
2700,Jim Henderson,Milwaukee Brewers,2014,yes,yes
2701,Joel Hanrahan,Detroit Tigers,2014,yes,yes
2703,Brandon Morrow,Toronto Blue Jays,2014,yes,yes
2704,Stolmy Pimentel,Pittsburgh Pirates,2014,yes,yes
2705,Mike Pelfrey,Minnesota Twins,2014,yes,yes
2709,Matt Cain,San Francisco Giants,2014,yes,yes
2713,Michael Pineda,New York Yankees,2014,yes,yes
2714,J.J. Putz,Arizona Diamondbacks,2014,yes,yes
2715,Pedro Strop,Chicago Cubs,2014,yes,yes
2718,Jose Cisnero,Houston Astros,2014,yes,no
2720,Jordan Walden,Atlanta Braves,2014,yes,yes
2724,CC Sabathia,New York Yankees,2014,yes,yes
2725,Jose Fernandez,Miami Marlins,2014,yes,no
2726,Sergio Santos,Toronto Blue Jays,2014,yes,yes
2728,Shawn Kelley,New York Yankees,2014,yes,yes
2730,Dale Thayer,San Diego Padres,2014,yes,yes
2731,Gonzalez Germen,New York Mets,2014,yes,no
2732,Tyler Lyons,St. Louis Cardinals,2014,yes,no
2733,Dillon Gee,New York Mets,2014,yes,yes
2734,Martin Perez,Texas Rangers,2014,yes,yes
2736,Anthony Bass,Houston Astros,2014,yes,yes
2741,Andrew Cashner,San Diego Padres,2014,yes,yes
2743,Gio Gonzalez,Washington Nationals,2014,yes,no
2746,Matt Lindstrom,Chicago White Sox,2014,yes,yes
2748,Chris Withrow,Los Angeles Dodgers,2014,yes,yes
2749,Felix Doubront,Boston Red Sox,2014,yes,yes
2750,Cliff Lee,Philadelphia Phillies,2014,yes,yes
2751,Tommy Hunter,Baltimore Orioles,2014,yes,yes
2753,Zach McAllister,Cleveland Indians,2014,yes,yes
2755,Santiago Casilla,San Francisco Giants,2014,yes,yes
2756,Robbie Erlin,San Diego Padres,2014,yes,no
2759,Kevin Siegrist,St. Louis Cardinals,2014,yes,no
2760,Brad Hand,Miami Marlins,2014,yes,no
2761,Luis Garcia,Philadelphia Phillies,2014,yes,no
2762,Carter Capps,Miami Marlins,2014,yes,no
2763,Wesley Wright,Chicago Cubs,2014,yes,yes
2765,Clay Buchholz,Boston Red Sox,2014,yes,yes
2769,Hector Rondon,Chicago Cubs,2014,yes,no
2771,Jeff Manship,Philadelphia Phillies,2014,yes,yes
2773,Johan Santana,Baltimore Orioles,2014,yes,yes
2774,Bryan Morris,Miami Marlins,2014,yes,no
2776,Eric Stults,San Diego Padres,2014,yes,yes
2777,Alexi Ogando,Texas Rangers,2014,yes,yes
2778,Wade LeBlanc,New York Yankees,2014,yes,yes
